Null Ratio,Precision,Recall
0.04878048780487805,0.8695652173913043,0.8695652173913043
0.05,0.75,0.75
0.2,0.8857142857142857,0.8857142857142857
0.10638297872340426,0.8148148148148148,0.8148148148148148
0.2857142857142857,0.6,0.5675675675675675
0.15789473684210525,0.7837837837837838,0.8529411764705882
0.045454545454545456,0.5,0.5384615384615384
0.16071428571428573,0.7428571428571429,0.6842105263157895
0.0,0.45454545454545453,0.2631578947368421
0.0392156862745098,0.6774193548387096,0.6363636363636364
0.0967741935483871,0.7647058823529411,0.7222222222222222
0.15254237288135594,0.6,0.6666666666666666
0.14285714285714285,0.75,0.7941176470588235
0.18518518518518517,0.6571428571428571,0.696969696969697
0.11904761904761904,0.7407407407407407,0.8
0.22950819672131148,0.6097560975609756,0.5813953488372093
0.22448979591836735,0.8333333333333334,0.8064516129032258
0.0,0.7,0.7
0.12,0.75,0.7058823529411765
0.11363636363636363,0.96,0.96
0.0,0.6363636363636364,0.6363636363636364
0.18181818181818182,0.7619047619047619,0.8
0.2,0.8,0.8571428571428571
0.1935483870967742,0.9473684210526315,0.9473684210526315
0.18518518518518517,0.9393939393939394,0.8611111111111112
0.024390243902439025,0.75,0.75
0.19607843137254902,0.71875,0.71875
0.0,0.7857142857142857,0.7857142857142857
0.23809523809523808,0.6153846153846154,0.5333333333333333
0.0,0.8,0.8
0.06451612903225806,0.6,0.6666666666666666
0.19607843137254902,0.8125,0.8125
0.1875,0.7586206896551724,0.7333333333333333
0.1388888888888889,0.782608695652174,0.6666666666666666
0.08,0.9285714285714286,0.9285714285714286
0.10526315789473684,0.68,0.6296296296296297
0.15625,0.7894736842105263,0.75
0.07407407407407407,0.8666666666666667,0.8666666666666667
0.28125,0.7142857142857143,0.6818181818181818
0.11904761904761904,0.7692307692307693,0.8
0.10344827586206896,0.8823529411764706,0.8823529411764706
0.175,0.76,0.76
0.16279069767441862,0.9230769230769231,0.8888888888888888
0.0,0.8333333333333334,0.8333333333333334
0.10909090909090909,0.7878787878787878,0.7647058823529411
0.4411764705882353,0.7083333333333334,0.6538461538461539
0.11764705882352941,1.0,1.0
0.08163265306122448,0.6666666666666666,0.6666666666666666
0.19607843137254902,0.8709677419354839,0.84375
0.06666666666666667,0.8461538461538461,0.88
0.0,0.7,0.7
0.1935483870967742,0.7222222222222222,0.6190476190476191
0.08,0.8,0.8
0.0,0.7058823529411765,0.7058823529411765
0.15789473684210525,0.6153846153846154,0.7272727272727273
0.0967741935483871,1.0,1.0
0.23809523809523808,0.7692307692307693,0.7142857142857143
0.2631578947368421,0.84,0.84
0.0851063829787234,0.6666666666666666,0.6666666666666666
0.25,0.6363636363636364,0.56
0.15625,0.8,0.8421052631578947
0.09375,0.75,0.7894736842105263
0.1,1.0,1.0
0.5263157894736842,0.8888888888888888,0.8275862068965517
0.14285714285714285,0.8823529411764706,0.8823529411764706
0.4,0.7692307692307693,0.625
0.0,0.8125,0.6842105263157895
0.07142857142857142,0.6666666666666666,0.75
0.11764705882352941,0.5882352941176471,0.5555555555555556
0.14814814814814814,0.9375,0.9375
0.21428571428571427,0.8888888888888888,0.8888888888888888
0.15151515151515152,1.0,1.0
0.12195121951219512,0.68,0.68
0.058823529411764705,0.8620689655172413,0.8333333333333334
0.3333333333333333,0.8333333333333334,0.7894736842105263
0.1702127659574468,0.625,0.6896551724137931
0.18518518518518517,0.8823529411764706,0.8823529411764706
0.07142857142857142,0.75,0.7058823529411765
0.12698412698412698,0.7692307692307693,0.7894736842105263
0.034482758620689655,0.875,0.875
0.1875,0.85,0.8947368421052632
0.06451612903225806,0.9411764705882353,0.9411764705882353
0.0,0.72,0.75
0.08928571428571429,0.7058823529411765,0.7272727272727273
0.06,0.7419354838709677,0.7419354838709677
0.09090909090909091,1.0,1.0
0.2127659574468085,0.9285714285714286,0.896551724137931
0.038461538461538464,0.8,0.8
0.2619047619047619,0.6785714285714286,0.7037037037037037
0.21311475409836064,0.5333333333333333,0.5581395348837209
0.32653061224489793,0.696969696969697,0.6764705882352942
0.25,0.71875,0.5897435897435898
0.24444444444444444,0.8275862068965517,0.8571428571428571
0.14285714285714285,1.0,1.0
0.07692307692307693,0.75,0.8181818181818182
0.11538461538461539,1.0,1.0
0.09523809523809523,0.7692307692307693,0.8333333333333334
0.05660377358490566,0.8666666666666667,0.8666666666666667
0.11764705882352941,0.75,0.7058823529411765
0.023809523809523808,0.8695652173913043,0.8695652173913043
0.24390243902439024,0.8,0.7407407407407407
0.1111111111111111,0.6470588235294118,0.6470588235294118
0.07407407407407407,0.9333333333333333,0.9333333333333333
0.09523809523809523,0.7692307692307693,0.6666666666666666
0.18181818181818182,0.8846153846153846,0.8518518518518519
0.25925925925925924,0.7894736842105263,0.7894736842105263
0.20512820512820512,0.8260869565217391,0.7916666666666666
0.15384615384615385,0.8181818181818182,0.7714285714285715
0.037037037037037035,0.8666666666666667,0.8666666666666667
0.1111111111111111,0.6785714285714286,0.7037037037037037
0.1320754716981132,0.9,0.8709677419354839
0.14,0.7272727272727273,0.8
0.1724137931034483,0.7222222222222222,0.7222222222222222
0.09375,0.5909090909090909,0.41935483870967744
0.12,1.0,1.0
0.22857142857142856,0.6818181818181818,0.4411764705882353
0.16,0.6875,0.5789473684210527
0.18181818181818182,0.7692307692307693,0.7142857142857143
0.08,0.7333333333333333,0.5
0.24444444444444444,0.8666666666666667,0.8666666666666667
0.125,0.875,0.875
0.12903225806451613,0.5909090909090909,0.5416666666666666
0.05263157894736842,0.8181818181818182,0.8571428571428571
0.07142857142857142,0.8,0.6896551724137931
0.07142857142857142,0.875,0.875
0.12121212121212122,0.8,0.7272727272727273
0.09302325581395349,0.875,0.875
0.0,0.8,0.8
0.038461538461538464,0.6774193548387096,0.5833333333333334
0.11538461538461539,0.8125,0.8666666666666667
0.15,0.7692307692307693,0.8333333333333334
0.10204081632653061,0.6363636363636364,0.6363636363636364
0.08695652173913043,0.8518518518518519,0.8518518518518519
0.11764705882352941,0.8947368421052632,0.8947368421052632
0.08333333333333333,0.6521739130434783,0.75
0.10526315789473684,0.75,0.75
0.11764705882352941,0.52,0.43333333333333335
0.0,0.6153846153846154,0.48484848484848486
0.11363636363636363,0.88,0.8461538461538461
0.21153846153846154,0.78125,0.6756756756756757
0.2,0.8076923076923077,0.8076923076923077
0.1694915254237288,0.675,0.675
0.09090909090909091,0.84375,0.84375
0.1590909090909091,0.9615384615384616,0.9615384615384616
0.11627906976744186,0.92,0.9583333333333334
0.08571428571428572,0.8095238095238095,0.85
0.14814814814814814,0.47368421052631576,0.45
0.09523809523809523,0.7037037037037037,0.6333333333333333
0.16326530612244897,0.896551724137931,0.8666666666666667
0.125,0.72,0.75
0.21052631578947367,0.9166666666666666,0.9166666666666666
0.37037037037037035,0.6666666666666666,0.6
0.2222222222222222,0.8,0.6829268292682927
0.17307692307692307,0.8387096774193549,0.8125
0.1724137931034483,0.8421052631578947,0.8421052631578947
0.15873015873015872,0.6829268292682927,0.7
0.029411764705882353,0.7142857142857143,0.7142857142857143
0.1111111111111111,0.6111111111111112,0.6666666666666666
0.06666666666666667,0.7142857142857143,0.8
0.05555555555555555,0.7272727272727273,0.7272727272727273
0.03225806451612903,0.7222222222222222,0.7222222222222222
0.2222222222222222,0.7857142857142857,0.7333333333333333
0.05,0.9090909090909091,0.9090909090909091
0.3137254901960784,0.8125,0.7647058823529411
0.11904761904761904,0.9583333333333334,0.9583333333333334
0.16,0.6111111111111112,0.6875
0.125,0.7307692307692307,0.7916666666666666
0.05263157894736842,0.9047619047619048,0.9047619047619048
0.14583333333333334,0.59375,0.6129032258064516
0.09433962264150944,0.9,0.9
0.15,0.8,0.8
0.037037037037037035,0.6470588235294118,0.7333333333333333
0.15384615384615385,0.782608695652174,0.75
0.0,0.5882352941176471,0.625
0.018867924528301886,0.7419354838709677,0.71875
0.26666666666666666,0.7435897435897436,0.6590909090909091
0.14634146341463414,0.8,0.8
0.16666666666666666,0.7931034482758621,0.7931034482758621
